"SurveyorID","date","Submission Id","Quad","Tag","StemTag","Species","QX","QY","DBH","Status 2018","HOM","Status 2021","DWR","Crown position","Dead crown position","Dead DBH","Percentage of crown intact","Percentage of crown living","Lean angle if greater than 15 degrees","Lianas","FAD","Wounded main stem","Canker; swelling, deformity","Rotting trunk","Notes 2021","Crown thinning","Epicormic growth","EABF","D-shaped exit hole count","Crown position < 10 cm DBH"
"TR","07-21-2021","fbac56c1-7993-4fd3-a196-9e77057d75d0","403","40150","1","qupr","20","13.8","364","A","1.3","AU","False","2",NA,NA,90,70,NA,"0","U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR","07-21-2021","fbac56c1-7993-4fd3-a196-9e77057d75d0","403","40155","1","qupr","16.2","15.8","378","A","1.3","A","False","2",NA,NA,95,90,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR","07-21-2021","fbac56c1-7993-4fd3-a196-9e77057d75d0","403","41046","1","qupr","16","16.5","268","A","1.3","A","False","2",NA,NA,100,95,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR","07-21-2021","fbac56c1-7993-4fd3-a196-9e77057d75d0","403","40160","1","qupr","15.9","12.2","270","A","1.3","A","False","3",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR","07-21-2021","fbac56c1-7993-4fd3-a196-9e77057d75d0","403","40157","1","qupr","16.2","17.4","283","A","1.3","A","False","2",NA,NA,95,85,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR","07-21-2021","fbac56c1-7993-4fd3-a196-9e77057d75d0","403","40163","1","qupr","9.8","19.4","350","A","1.3","DS","False","3","CD",355,10,0,NA,"0","U,F,B","2",NA,NA,NA,NA,NA,NA,NA,NA
"TR","07-21-2021","fbac56c1-7993-4fd3-a196-9e77057d75d0","403","40165","1","qupr","8","18.3","252","A","1.3","A","False","2",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR","07-21-2021","fbac56c1-7993-4fd3-a196-9e77057d75d0","403","40162","1","quru","12.5","18.5","550","A","1.3","AU","False","3",NA,NA,70,50,NA,"1","U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR","07-21-2021","fbac56c1-7993-4fd3-a196-9e77057d75d0","403","40183","1","cagl","6.5","14.8","264","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-14-2021","a6a12230-7121-4777-9b22-501cca6eea40","403","43262","1","fram","3.5","17.6","16","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,"1","0","none",NA,"S"
NA,"08-18-2021","4b6c621f-192d-4eb4-bd17-afbf14cb51ba","802","80028","1","quve","5","11.8","691","A","1.3","A","False","4",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"08-18-2021","4b6c621f-192d-4eb4-bd17-afbf14cb51ba","802","80040","2","fram","5.09999999999999","18.5","12","A","1.3","AU","False","1",NA,NA,95,70,NA,NA,"LF,U",NA,NA,NA,"canopy dieback","1","0","none",0,"S"
NA,"08-18-2021","4b6c621f-192d-4eb4-bd17-afbf14cb51ba","802","83708","1","fram","19.3","3.5","11","A","1.3","AU","False","1",NA,NA,80,50,NA,"0","B",NA,NA,NA,NA,"1","0","none",0,"S"
NA,"08-18-2021","4b6c621f-192d-4eb4-bd17-afbf14cb51ba","802","83725","1","fram","14.1","18.9","11","A","1.3","A","False","2",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,"1","0","none",0,"I"
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111244","1","caovl","16.39999","6","110","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111242","1","cagl","16.89999","1","110","A","1.3","A","False","1",NA,NA,100,98,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111243","1","quru","15.5","0.79998999999998","375","A","1.3","A","False","2",NA,NA,100,80,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111245","1","cato","18.8","11.10001","203","A","1.3","A","False","2",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111247","1","litu","12.39999","12.20001","219","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111248","1","fagr","17.89999","14.5","137","A","1.3","AU","False","1",NA,NA,100,100,NA,"0","W","2",NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111249","1","nysy","19.5","16.39999","136","A","1.3","A","False","1",NA,NA,100,95,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111252","1","quru","10.89999","10","337","A","1.3","DS","False","1","S",341,100,0,NA,"0","DF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111306","1","caovl","0.399990000000003","2.20001000000002","230","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111310","1","quve","4","9.70001000000002","642","A","1.3","A","False","3",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111313","1","cagl","0.399990000000003","6.39999","141","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111314","1","quru","1.39999","11.39999","742","A","1.3","A","False","3",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111319","1","litu","1.89999","17.29999","758","A","1.3","A","False","3",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111320","1","litu","7.39999","12.89999","201","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-07-2021","8b93c7dd-2d8f-4a0d-a355-6e71e35640c1","1114","111311","1","qupr","6.19999999999999","9","228","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"08-14-2021","ebb9b1cd-4e25-4780-bc9a-e9f4c9410608","206","20511","1","fram","6.2","5.2","65","A","1.3","DS","True","2","I",63,0,0,NA,"3","I,R",NA,NA,"1",NA,"5","0","AS,DE,SS,W,VB",5,"S"
NA,"08-18-2021","e4aa927f-3030-400c-b817-a463fa22f55e","907","93489","1","frsp","1.69999999999999","8.5","12","A","1.3","A","False","3",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,"1","0","none",0,"I"
NA,"08-18-2021","e4aa927f-3030-400c-b817-a463fa22f55e","907","93487","1","fram","0.300000000000011","6.3","11","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,"error species CARGLA -ljm","1","0","none",0,"S"
NA,"08-14-2021","5048fa9c-a911-48e1-bab4-caac37514222","207","20548","1","fram","3.5","6.2","655","D","1.3","PD","False","2",NA,NA,0,0,NA,"0",NA,NA,NA,NA,"dead standing","5","0","DE,VB",2,"CD"
NA,"08-14-2021","5048fa9c-a911-48e1-bab4-caac37514222","207","23547","1","fram","10.1","15.5","15","A","1.3","A","False","2",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,"1","0","none",0,"I"
NA,"08-14-2021","cb9df369-64e8-4b75-8bb8-9b882b12878d","107","10526","1","fram","6.1","14","173","A","1.3","AU","False","2",NA,NA,100,80,NA,"0","I,LF",NA,NA,NA,NA,"3","0","DE,W,VB",5,"I"
NA,"08-14-2021","cb9df369-64e8-4b75-8bb8-9b882b12878d","107","10440","1","fram","14.3","12.5","372","D","1.3","PD","False","4",NA,NA,10,0,NA,"0",NA,NA,NA,NA,"dead standing","5","0","AS,VB,DE,W",2,"CD"
NA,"08-14-2021","31fa3945-5820-4b73-8def-afb0682cbc31","223","22223","1","frpe","4.5","7.29998999999998","72","A","1.3","AU","False","3",NA,NA,95,90,NA,"0","I",NA,NA,NA,NA,"2","0","DE,VB,W",1,"I"
"BC","08-14-2021","406c650b-be04-4b61-8188-b4f6041c3b35","1419","142082","1","fram","16.5","3.29998999999998","507","A","1.3","AU","False","3",NA,NA,90,40,NA,"0","I",NA,NA,NA,NA,"4","4","W,VB,DE",22,NA
NA,"08-14-2021","103696be-6dab-4d0a-b7e6-6ca7db15d1fc","125","12263","1","fram","18.9","9.5","NA","D","NULL","AU","False","3",NA,NA,85,80,NA,"0","I",NA,NA,NA,NA,"2","0","AS,W,SS",0,"I"
NA,"08-14-2021","103696be-6dab-4d0a-b7e6-6ca7db15d1fc","125","12269","1","fram","17","15.5","46","A","1.3","AU","False","3",NA,NA,95,95,NA,"0","I",NA,NA,NA,NA,"2","0","VB",0,"I"
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110870","1","qual","4.10001","2.40000000000001","214","A","1.3","A","False","2",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110892","1","litu","10.60001","11.6","181","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110983","1","litu","9.10001","12.6","611","A","1.3","A","False","3",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110985","1","litu","7.69999999999999","11.4","452","A","1.3","A","False","3",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110944","1","litu","13.8","4.40000000000001","472","A","1.3","A","False","4",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110945","1","litu","16.7","4.09999999999999","147","A","1.3","A","False","2",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110950","1","litu","19.3","4","295","A","1.3","A","False","2",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110952","1","litu","17.5","7.59999999999999","108","D","1.3","DS","False","1","S",NA,5,0,NA,"0","U,OT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110956","1","litu","14.2","8.5","526","A","1.3","A","False","3",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110957","1","litu","16.3","9.5","512","A","1.3","A","False","3",NA,NA,95,80,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110976","1","litu","7.5","15.6","707","A","1.3","A","False","3",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110981","1","litu","6.5","15.2","160","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110977","1","quru","6.69999999999999","19.7","172","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110965","1","litu","15.3","16.4","476","A","1.3","A","False","3",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110966","1","litu","16.39999","17.1","166","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110887","1","frpe","0.199999999999989","8","36","A","1.3","AU","False","1",NA,NA,90,70,NA,"0","I",NA,NA,NA,NA,"2","0","none",0,"S"
"JJ","07-22-2021","88bcb2fd-c09f-4e52-8f85-a2f7df5560ac","1106","110887","2","frpe","0.199999999999989","8","12","A","1.3","DS","False","1","S",10,10,0,NA,"0","I",NA,NA,NA,NA,"5","0","none",0,"S"
"BC","08-18-2021","8140367d-5a36-4ee6-8be9-08470b7379b7","1106","113200","1","fram","4.39999","4.3","15","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,"1","0","none",0,"S"
"BC","08-14-2021","b64024ba-b851-48ec-b1af-b78f692a779c","816","80695","1","frni","5.30000000000001","7.89999","NA","D","NULL","PD","False","1",NA,NA,100,0,NA,"0","I",NA,NA,NA,"dead standing","5","0","W,VB,DE",9,NA
NA,"08-18-2021","5e1e966b-34af-43bc-89c0-b7324d53c035","1503","150543","1","fram","12.60001","4.2","89","A","1.3","AU","False","2",NA,NA,90,50,NA,"4","I",NA,NA,NA,NA,"4","3","AS,DE,W,VB,SS",5,"I"
NA,"08-18-2021","77e509d5-fe63-48cf-9f17-7647bf04db6d","1604","160733","1","fram","11.60001","2.2","63","A","1.3","AU","False","1",NA,NA,95,75,NA,"0","W","1",NA,NA,NA,"1","0","none",0,"S"
NA,"08-18-2021","77e509d5-fe63-48cf-9f17-7647bf04db6d","1604","160733","2","fram","11.60001","2.2","65","A","1.3","A","False","2",NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,"1","0","none",0,"S"
NA,"08-18-2021","c9cb99e9-c724-4bf0-a28e-1721e3239f42","1610","163376","1","fram","1.70001000000002","8.10001","16","A","1.3","A","False","2",NA,NA,100,89,NA,"0",NA,NA,NA,NA,NA,"1","0","none",0,"S"
NA,"08-18-2021","c9cb99e9-c724-4bf0-a28e-1721e3239f42","1610","163378","1","fram","1.29998999999998","9.60001","14","A","1.3","DS","False","1","I",14,29,0,NA,"0","U",NA,NA,NA,NA,"5","0","none",0,"I"
NA,"08-18-2021","c9cb99e9-c724-4bf0-a28e-1721e3239f42","1610","163373","1","fram","0.29998999999998","1.10001","15","A","1.3","DC","True","1","S",15,0,0,NA,"0","U",NA,NA,NA,NA,"5","0","none",0,"S"
NA,"08-18-2021","810472e0-5fb9-4259-b0a7-b9eded4c9867","1610","160797","1","fram","12.10001","0.100009999999997","53","A","1.3","AU","False","2",NA,NA,98,80,NA,"0","I",NA,NA,NA,NA,"2","0","VB,DE,SS,W",1,"I"
NA,"08-18-2021","08d9b538-0b98-471a-882e-8337a0a0e166","904","93481","1","fram","19","16.8","12","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,"error species is Carya cordiformis- ljm","1","0","none",0,"S"
NA,"08-14-2021","574a7366-3070-443b-ae2b-0f14fae79b79","132","12554","1","fram","3.4","8.90002000000004","60","A","1.3","DS","True","2","I",59,85,0,NA,NA,"I,DF",NA,NA,NA,NA,"5","0","DE,SS,W,VB",2,"I"
NA,"08-14-2021","b4e9f681-49fb-47a7-adc1-d9b24ef85316","126","12307","1","fram","1.4","1.39999","71","A","1.3","DS","True","3","I",70,95,0,NA,"0","I",NA,NA,NA,NA,"5","0","SS,DE,W,VB,AS",2,"I"
NA,"08-14-2021","b4e9f681-49fb-47a7-adc1-d9b24ef85316","126","12297","1","fram","5.5","3.5","81","A","1.3","AU","False","2",NA,NA,98,90,NA,"0","I",NA,NA,NA,NA,"2","0","W,VB",0,"I"
NA,"08-14-2021","b4e9f681-49fb-47a7-adc1-d9b24ef85316","126","12299","1","fram","9","4.60001","103","D","1.3","PD","False","1",NA,NA,0,0,NA,NA,NA,NA,NA,NA,"on the ground","5",NA,"AS,VB,DE,W",3,"S"
NA,"08-14-2021","b4e9f681-49fb-47a7-adc1-d9b24ef85316","126","12315","1","fram","18","13.90002","90","A","1.3","DS","False","1","S",88,0,0,NA,"0","I,B,R,F",NA,NA,"1",NA,"5","0","AS,DE,VB,W",5,"S"
NA,"08-14-2021","5f009efb-265f-4943-8551-2f51e9e93422","130","12432","1","fram","7.2","8.70001000000002","49","A","1.3","DS","True","1","S",47,75,0,NA,"0","I",NA,NA,NA,NA,"5","0","AS,VB,W,DE,SS",1,"S"
NA,"08-14-2021","560926f0-30a2-4793-947f-c249592e625b","220","22130","1","fram","15.1","11.10001","556","A","1.3","DS","False","3","CD",555,0,0,NA,"0","I",NA,NA,NA,NA,"5","0","DE,W,VB",1,"CD"
"BC","08-14-2021","c3ae7925-6be5-42cc-bd50-88af1d9e0ccc","305","30213","1","qupr","15","3.8","252","A","1.3","A","False","2",NA,NA,100,90,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-14-2021","c3ae7925-6be5-42cc-bd50-88af1d9e0ccc","305","30214","1","fagr","14.6","4.7","152","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-14-2021","c3ae7925-6be5-42cc-bd50-88af1d9e0ccc","305","30217","1","caovl","10.7","4.40000000000001","138","A","1.3","A","False","2",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-14-2021","c3ae7925-6be5-42cc-bd50-88af1d9e0ccc","305","30218","1","qupr","6.5","2.2","502","A","1.3","A","False","3",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-14-2021","c3ae7925-6be5-42cc-bd50-88af1d9e0ccc","305","30219","1","caovl","8.6","6.3","238","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-14-2021","c3ae7925-6be5-42cc-bd50-88af1d9e0ccc","305","30220","1","qupr","8.6","6.40000000000001","533","A","1.3","A","False","3",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-14-2021","c3ae7925-6be5-42cc-bd50-88af1d9e0ccc","305","30220","2","qupr","8.6","6.40000000000001","355","A","1.3","A","False","2",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-14-2021","c3ae7925-6be5-42cc-bd50-88af1d9e0ccc","305","30223","1","nysy","18.8","13.3","258","A","1.3","A","False","2",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-14-2021","c3ae7925-6be5-42cc-bd50-88af1d9e0ccc","305","30224","1","fagr","18.1","15.9","136","A","1.3","A","False","1",NA,NA,100,100,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-14-2021","c3ae7925-6be5-42cc-bd50-88af1d9e0ccc","305","30308","1","fram","8.7","11.5","NA","D","NULL","PD","False","3",NA,NA,10,0,NA,"0","I",NA,NA,NA,NA,"5","0","W,VB,DE",7,NA
"BC","08-14-2021","c3ae7925-6be5-42cc-bd50-88af1d9e0ccc","305","30309","1","caovl","11.4","10","234","A","1.3","PD","False","1",NA,NA,0,0,NA,"0","CR","3",NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-14-2021","c3ae7925-6be5-42cc-bd50-88af1d9e0ccc","305","30313","1","nysy","19.2","19.1","267","A","1.3","AU","False","1",NA,NA,100,100,NA,"0","W,R","2",NA,NA,NA,NA,NA,NA,NA,NA
"BC","08-14-2021","ff595bd2-6144-419e-be7d-c2e776527dab","329","32418","1","frpe","10","8.5","65","A","1.3","AU","False","1",NA,NA,100,90,NA,"0","I",NA,NA,NA,NA,"2","2","none",0,"S"
"BC","08-14-2021","154fd173-01bd-4d6f-b8c4-a39e074f936c","420","42113","1","fram","12.5","12.10001","68","A","1.3","AU","False","2",NA,NA,100,50,NA,"0","I",NA,NA,NA,NA,"3","1","SS,W,DE",1,"S"
"BC","08-14-2021","9162aaa4-0332-48a1-8d8a-8884643efb41","832","82432","1","fram","11.60001","16.59998","139","A","1.3","AU","False","1",NA,NA,100,60,NA,"0","I",NA,NA,NA,NA,"3","0","SS,W",0,NA
NA,"08-14-2021","d542b6de-02bc-4e31-b924-73c1b7858be2","1220","122137","1","fram","8.10001","9.70001000000002","88","A","1.3","DC","True","1","S",86,0,0,NA,"0","I,R",NA,NA,NA,NA,"5","0","VB,AS,DE,SS,W",1,"S"
NA,"08-14-2021","9ace92ac-78f7-49f7-885c-4e308577c73f","1227","122421","1","fram","12.2","5.40002000000004","61","A","1.3","DS","True","1","S",60,90,0,NA,"0","I,DF",NA,NA,NA,NA,"5","0","DE,SS,VB,W",2,"S"
NA,"08-14-2021","9ace92ac-78f7-49f7-885c-4e308577c73f","1227","122472","1","fram","2.19999999999999","8","79","A","1.3","DC","False","1","S",77,15,0,NA,"0","UP,R",NA,NA,"2",NA,"5","0","VB",0,"S"
NA,"08-14-2021","6d559110-8ba9-493f-9158-5b73f0f19b14","1230","122556","1","fram","2","14.29999","171","A","1.3","AU","False","2",NA,NA,90,80,NA,"2","I",NA,NA,NA,NA,"3","2","DE,AS,VB,W,SS",2,"I"
NA,"08-14-2021","45fd36cc-afb7-48de-bbb0-3cac9c9dbb9d","1328","132430","1","frpe","2.60001","11.79999","70","A","1.3","AU","False","2",NA,NA,95,87,NA,"0","I,LF",NA,NA,NA,NA,"2","1","DE,VB,W,SS",1,"I"
NA,"08-14-2021","45fd36cc-afb7-48de-bbb0-3cac9c9dbb9d","1328","132431","1","fram","2.10001","14.29999","61","A","1.3","AU","False","2",NA,NA,90,35,NA,"0","I",NA,NA,NA,NA,"4","2","VB,W,DE,SS",1,"I"
NA,"08-14-2021","6e2c193d-f85c-429b-8a2b-12453dfc29c8","1326","132387","1","frpe","14.89999","11.89999","52","A","1.3","DS","True","1","S",50,98,0,NA,"0","I,DF",NA,NA,NA,NA,"5","0","DE,VB,SS",1,"S"
NA,"08-14-2021","fd795076-e56b-434a-84f8-54bcc35a026f","1332","132543","1","frpe","16.29999","7.09997999999996","87","A","1.3","DS","True","1","S",85,80,0,NA,"0","DF,U",NA,NA,NA,"not eab","5","0","none,SS",0,"S"
NA,"08-14-2021","fd795076-e56b-434a-84f8-54bcc35a026f","1332","132476","1","fram","4.80000000000001","14.09998","105","A","1.3","AU","False","2",NA,NA,90,60,NA,"0","I,LF",NA,NA,NA,NA,"3","4","VB,DE,W,SS",1,"I"
"BC","08-14-2021","1c5cab7a-889a-46e2-a553-90858f1d5fb8","1426","142396","1","fram","10.60001","14.20001","46","A","1.3","A","False","1",NA,NA,100,100,NA,"1",NA,NA,NA,NA,NA,"1","0","none",0,"S"
"BC","08-14-2021","eea0e658-6332-4d64-9fae-454cede531e3","1531","152702","1","fram","14.5","14.40002","419","A","1.3","DS","False","1","S",425,80,0,NA,"0","I",NA,NA,NA,NA,"5","0","W,VB,SS,DE",14,NA
NA,"08-14-2021","31775a1a-d14c-49af-9c0d-5fe980ee1549","226","22333","2","fram","5.5","2.70001000000002","378","A","1.4","DS","False","4","CD",378,90,0,NA,"0","I",NA,NA,NA,"98% sure it’s dead","5","0","AS,VB,DE,W",10,"CD"
NA,"08-14-2021","a969a9b0-abd3-4082-b044-08696a6623cf","123","12229","2","fram","1.5","13.60001","180","A","1.3","AU","False","2",NA,NA,95,85,NA,"0","I",NA,NA,NA,NA,"2","0","VB,W,DE",6,"I"
