"tag","StemTag","stemID","quadrat","sp","Latin","gx","gy","lx","ly","hom","dbh.2008","codes.2008","status.2008","date.2008","agb.2008","dbh.2013","codes.2013","status.2013","date.2013","agb.2013","dbh.2018","codes.2018","status.2018","date.2018","agb.2018","status.2014","status.2015","dbh.if.dead.2015","agb.if.dead.2015","perc.crown","crown.position","fad1","fad2","fad3","fad4","DF","liana.load","fraxinus.crown.thinning","fraxinus.epicormic.growth","EABF","DE.count","comments","date.2015","surveyors"
30145,2,31276,"0302","frni","Fraxinus nigra",51.5,36.3,11.5,16.3,1.3,151.3,"S","A",2008-10-24,0.12,157.2,"S","A",2013-04-12,0.13,159,"DS","D","9/6/2018",0.14,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30148,1,3794,"0302","frni","Fraxinus nigra",55.3,37.9,15.3,17.9,1.3,44.7,"NULL","A",2008-10-24,0.01,49.2,"NULL","A",2013-04-12,0.01,NA,"DS","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30150,1,3796,"0303","cato","Carya tomentosa",58.6,42.2,18.6,2.2,1.3,146.1,"NULL","A",2008-10-24,0.12,145.1,"NULL","A",2013-04-22,0.11,153,"NULL","A","9/6/2018",0.13,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30151,1,3797,"0303","fram","Fraxinus americana",57.4,42.7,17.4,2.7,1.3,681.7,"NULL","A",2008-10-24,3.76,693.5,"NULL","A",2013-04-22,3.91,716,"DS","D","9/6/2018",4.21,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30152,1,3798,"0303","caco","Carya cordiformis",56.9,41.6,16.9,1.6,1.3,94.5,"NULL","A",2008-10-24,0.04,98,"NULL","A",2013-04-22,0.05,101,"NULL","A","9/6/2018",0.05,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30153,1,3799,"0303","fram","Fraxinus americana",55.4,42,15.4,2,1.3,281.3,"B;I","A",2008-10-24,0.5,0,"B;DS","D",2013-04-22,0,NA,"DC","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30154,1,3800,"0303","acru","Acer rubrum",53.8,40.8,13.8,0.8,1.3,332.1,"NULL","A",2008-10-24,0.62,360,"NULL","A",2013-04-22,0.76,394,"NULL","A","9/6/2018",0.96,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30157,1,3802,"0303","caco","Carya cordiformis",58.8,47.5,18.8,7.5,1.3,400.6,"NULL","A",2008-10-24,1.16,430,"NULL","A",2013-04-22,1.36,434,"NULL","A","9/6/2018",1.39,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30159,1,3804,"0303","caco","Carya cordiformis",54,46.2,14,6.2,1.3,407.8,"NULL","A",2008-10-24,1.21,427.5,"NULL","A",2013-04-22,1.34,454,"NULL","A","9/6/2018",1.54,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30160,1,3805,"0303","havi","Hamamelis virginiana",53.9,44.9,13.9,4.9,1.3,94.2,"M","A",2008-10-24,0.03,102,"M","A",2013-04-22,0.04,101,"I;M","A","9/6/2018",0.04,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30160,2,32649,"0303","havi","Hamamelis virginiana",53.9,44.9,13.9,4.9,1.3,82.6,"B;S","A",2008-10-24,0.02,0,"DS","G",2013-04-22,0,NA,"DC","G","9/6/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30161,1,3806,"0303","caca","Carpinus caroliniana",48,50,8,10,1.3,108.5,"M","A",2008-10-24,0.04,136.5,"M","A",2013-04-22,0.07,148,"I;M","A","9/6/2018",0.09,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30162,1,3807,"0303","caco","Carya cordiformis",49,52.4,9,12.4,1.3,56.1,"L","A",2008-10-24,0.01,57,"L","A",2013-04-22,0.01,NA,"DC","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30163,1,3808,"0303","caco","Carya cordiformis",48.1,52.4,8.1,12.4,1.3,140.7,"NULL","A",2008-10-24,0.11,158,"NULL","A",2013-04-22,0.14,165,"NULL","A","9/6/2018",0.15,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30164,1,3809,"0303","unk","Unidentified unk",49.7,53.8,9.7,13.8,1.3,118.3,"D;Q","D",2008-10-24,0.05,0,"DS","D",2013-04-22,0,NA,"DS","D","9/6/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30165,1,3810,"0303","astr","Asimina triloba",50.3,52.4,10.3,12.4,1.3,36.4,"NULL","A",2008-10-24,0,55.8,"NULL","A",2013-04-22,0.01,88,"NULL","A","9/6/2018",0.03,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30174,1,3818,"0303","fram","Fraxinus americana",48.4,50.3,8.4,10.3,1.3,96.7,"NULL","A",2008-10-24,0.04,94,"J","A",2013-04-22,0.04,NA,"DS","D","9/6/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"PS",2015-07-08,"Eng; Meakem"
30175,1,3819,"0303","unk","Unidentified unk",58.6,55.6,18.6,15.6,1.3,184.6,"B;D;Q","D",2008-10-24,0.16,0,"DN","D",2013-04-22,0,NA,"DN","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30180,1,3823,"0303","amar","Amelanchier arborea",60,58.7,20,18.7,1.3,53.9,"M","A",2008-10-24,0.01,71.6,"NULL","A",2013-04-22,0.01,85,"M","A","9/6/2018",0.02,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Dead in Recensus, alive in 2014. Rotten at base, stem disintegrated ",2015-07-08,"Eng; Meakem"
30189,1,3831,"0303","unk","Unidentified unk",54.6,59.5,14.6,19.5,1.3,344.5,"D;F;Q","D",2008-10-24,0.71,0,"DN","D",2013-04-22,0,NA,"DN","D","9/6/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30190,1,3832,"0304","qual","Quercus alba",56.4,62.4,16.4,2.4,1.3,87.5,"NULL","A",2008-10-24,0.04,91.8,"NULL","A",2013-04-23,0.05,98,"F","A","7/17/2018",0.06,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30191,1,3833,"0304","qupr","Quercus prinus",59,62.4,19,2.4,1.3,551.3,"NULL","A",2008-10-24,2.44,567.8,"NULL","A",2013-04-23,2.6,582,"F","A","7/17/2018",2.74,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30193,1,3835,"0304","cagl","Carya glabra",59.4,65.7,19.4,5.7,1.3,157.4,"NULL","A",2008-10-24,0.14,165.8,"NULL","A",2013-04-23,0.15,170,"F","A","7/17/2018",0.16,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30195,1,3837,"0304","cagl","Carya glabra",55.6,66.2,15.6,6.2,1.3,222.1,"NULL","A",2008-10-24,0.3,223,"NULL","A",2013-04-23,0.3,223,"F","A","7/17/2018",0.3,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30197,1,3839,"0304","fagr","Fagus grandifolia",57.9,69.5,17.9,9.5,1.3,99.7,"NULL","A",2008-10-24,0.04,111.2,"NULL","A",2013-04-23,0.05,127,"F","A","7/17/2018",0.07,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30198,1,3840,"0304","havi","Hamamelis virginiana",55.5,69.8,15.5,9.8,1.3,61.2,"M","A",2008-10-24,0.01,62.8,"M","A",2013-04-23,0.01,65,"F;M","A","7/17/2018",0.01,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30198,4,38631,"0304","havi","Hamamelis virginiana",55.5,69.8,15.5,9.8,1.3,35.9,"S","A",2008-10-24,0,62.4,"S","A",2013-04-23,0.01,71,"F;S","A","7/17/2018",0.02,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30200,1,3842,"0304","cagl","Carya glabra",53.7,71.3,13.7,11.3,1.3,100.2,"NULL","A",2008-10-24,0.05,103.5,"NULL","A",2013-04-23,0.05,108,"F","A","7/17/2018",0.06,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30205,1,3846,"0304","cagl","Carya glabra",57.3,76.7,17.3,16.7,1.3,76.1,"NULL","A",2008-10-24,0.03,77.5,"NULL","A",2013-04-23,0.03,83,"F","A","7/17/2018",0.03,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30206,1,3847,"0304","cato","Carya tomentosa",56.8,76.5,16.8,16.5,1.3,51.2,"NULL","A",2008-10-24,0.01,54.5,"L","A",2013-04-23,0.01,56,"F","A","7/17/2018",0.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30208,1,3849,"0304","cagl","Carya glabra",56.3,78.4,16.3,18.4,1.3,134.7,"NULL","A",2008-10-24,0.1,140.8,"NULL","A",2013-04-23,0.11,146,"F","A","7/17/2018",0.12,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30210,1,3851,"0304","qupr","Quercus prinus",55.6,77.5,15.6,17.5,1.3,303.9,"NULL","A",2008-10-24,0.66,313.4,"NULL","A",2013-04-23,0.71,314,"F","A","7/17/2018",0.71,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30212,1,3853,"0304","fagr","Fagus grandifolia",51.6,79.2,11.6,19.2,1.3,137.8,"NULL","A",2008-10-24,0.08,151.3,"NULL","A",2013-04-23,0.1,166,"F","A","7/17/2018",0.13,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30213,1,3854,"0305","qupr","Quercus prinus",55,83.8,15,3.8,1.3,230.3,"NULL","A",2008-10-24,0.36,242.7,"NULL","A",2013-04-23,0.41,252,"F","A","7/17/2018",0.44,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30214,1,3855,"0305","fagr","Fagus grandifolia",54.6,84.7,14.6,4.7,1.3,122.1,"NULL","A",2008-10-24,0.06,134.5,"NULL","A",2013-04-23,0.08,152,"F","A","7/17/2018",0.1,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30215,1,3856,"0305","fagr","Fagus grandifolia",52.2,80.8,12.2,0.8,1.3,72.1,"NULL","A",2008-10-24,0.02,67.7,"NULL","A",2013-04-23,0.01,73,"F","A","7/17/2018",0.02,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30216,1,3857,"0305","casp","Carya sp",50.5,81.3,10.5,1.3,1.3,59.7,"G","A",2008-10-24,0.01,0,"DN","D",2013-04-23,0,NA,"F;DN","D","7/17/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30217,1,3858,"0305","caovl","Carya ovalis",50.7,84.4,10.7,4.4,1.3,138.1,"NULL","A",2008-10-24,0.1,135.5,"NULL","A",2013-04-23,0.1,138,"F","A","7/17/2018",0.1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30218,1,3859,"0305","qupr","Quercus prinus",46.5,82.2,6.5,2.2,1.3,479.2,"NULL","A",2008-10-24,1.79,489.8,"NULL","A",2013-04-23,1.88,502,"F","A","7/17/2018",1.99,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30219,1,3860,"0305","caovl","Carya ovalis",48.6,86.3,8.6,6.3,1.3,232.2,"NULL","A",2008-10-24,0.33,234.5,"NULL","A",2013-04-23,0.34,238,"F","A","7/17/2018",0.35,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30220,1,3861,"0305","qupr","Quercus prinus",48.6,86.4,8.6,6.4,1.3,475.8,"M","A",2008-10-24,1.77,498.9,"M","A",2013-04-23,1.96,533,"F;M","A","7/17/2018",2.26,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30220,2,32665,"0305","qupr","Quercus prinus",48.6,86.4,8.6,6.4,1.3,319.3,"S","A",2008-10-24,0.74,334,"S","A",2013-04-23,0.81,355,"F;S","A","7/17/2018",0.93,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30221,1,3862,"0305","casp","Carya sp",53.7,90.7,13.7,10.7,1.3,132.4,"D;G","D",2008-10-24,0.09,0,"DN","D",2013-04-23,0,NA,"F;DN","D","7/17/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30222,1,3863,"0305","unk","Unidentified unk",58.5,91.5,18.5,11.5,1.3,645.1,"D;Q","D",2008-10-24,3.21,0,"DC","D",2013-04-23,0,NA,"F;DC","D","7/17/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30223,1,3864,"0305","nysy","Nyssa sylvatica",58.8,93.3,18.8,13.3,1.3,239.7,"NULL","A",2008-10-24,0.27,246.4,"NULL","A",2013-04-23,0.29,258,"F","A","7/17/2018",0.32,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30224,1,3865,"0305","fagr","Fagus grandifolia",58.1,95.9,18.1,15.9,1.3,117.1,"NULL","A",2008-10-24,0.05,125.7,"NULL","A",2013-04-23,0.06,136,"F","A","7/17/2018",0.08,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30225,1,3866,"0306","qual","Quercus alba",60,103.1,20,3.1,1.3,265.2,"NULL","A",2008-10-24,0.49,301,"NULL","A",2013-04-23,0.65,287,"NULL","A","9/7/2018",0.59,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30226,1,3867,"0306","juni","Juglans nigra",51.6,104.5,11.6,4.5,1.3,378.7,"NULL","A",2008-10-24,0.96,373,"NULL","A",2013-04-23,0.92,436,"I","A","9/7/2018",1.33,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30228,1,3869,"0306","ulru","Ulmus rubra",51.2,104.8,11.2,4.8,1.3,62.1,"NULL","A",2008-10-24,0.01,0,"DC","D",2013-04-23,0,NA,"DC","D","9/7/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30229,1,3870,"0306","fram","Fraxinus americana",48.4,100.9,8.4,0.9,1.3,214.6,"M","A",2008-10-24,0.27,216,"NULL","A",2013-04-23,0.27,222,"M","A","9/7/2018",0.29,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30229,2,32666,"0306","fram","Fraxinus americana",48.4,100.9,8.4,0.9,1.3,137.2,"S","A",2008-10-24,0.1,0,"DC","G",2013-04-23,0,NA,"DN","G","9/7/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"hornet nest on a fallen tree",2015-07-08,"Eng; Meakem"
30231,1,3872,"0306","ceca","Cercis canadensis",47.1,109.9,7.1,9.9,1.3,174.8,"NULL","A",2008-10-24,0.15,182,"NULL","A",2013-04-23,0.16,195,"NULL","A","9/7/2018",0.19,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30232,1,3873,"0306","ulsp","Ulmus sp",49.3,111.8,9.3,11.8,1.3,108.7,"D;G","D",2008-10-24,0.04,0,"DN","D",2013-04-23,0,NA,"DN","D","9/7/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30233,1,3874,"0306","fagr","Fagus grandifolia",55.6,116.2,15.6,16.2,1.3,1030.4,"NULL","A",2008-10-24,10.87,1046.8,"NULL","A",2013-04-23,11.29,1072,"NULL","A","9/7/2018",11.96,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30234,1,3875,"0306","fagr","Fagus grandifolia",55.3,118.5,15.3,18.5,1.3,66.4,"NULL","A",2008-10-24,0.01,71.5,"NULL","A",2013-04-23,0.02,81,"NULL","A","9/7/2018",0.02,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30237,1,3877,"0309","caca","Carpinus caroliniana",45.2,167.6,5.2,7.6,1.3,74.8,"NULL","A",2008-10-24,0.02,87.8,"NULL","A",2013-04-23,0.02,95,"NULL","A","9/7/2018",0.03,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"hornets, nest on a tree fallen",2015-07-08,"Eng; Meakem"
30238,1,3878,"0309","prav","Prunus avium",45.6,167.9,5.6,7.9,1.3,204.2,"NULL","A",2008-10-24,0.17,218.5,"NULL","A",2013-04-23,0.2,240,"NULL","A","9/7/2018",0.26,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30239,1,3879,"0309","litu","Liriodendron tulipifera",43.6,172,3.6,12,1.3,689.9,"NULL","A",2008-10-24,3.46,700.8,"NULL","A",2013-04-23,3.59,723,"NULL","A","9/7/2018",3.86,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30240,1,3880,"0309","caco","Carya cordiformis",45.7,172.1,5.7,12.1,1.3,181,"D","G",2008-10-24,0.19,186.8,"NULL","A",2013-04-23,0.2,192,"NULL","A","9/7/2018",0.22,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30241,1,3881,"0309","litu","Liriodendron tulipifera",43.8,170.5,3.8,10.5,1.3,379.8,"NULL","A",2008-10-24,0.85,0,"DS","D",2013-04-23,0,NA,"DC","D","9/7/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30242,1,3882,"0309","unk","Unidentified unk",42.7,173.2,2.7,13.2,1.3,77.8,"B;D;Q","D",2008-10-24,0.02,0,"DC","D",2013-04-23,0,NA,"DC","D","9/7/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30243,1,3883,"0309","unk","Unidentified unk",41,173.4,1,13.4,1.3,488,"B;D;Q","D",2008-10-24,1.64,0,"DS","D",2013-04-23,0,NA,"DC","D","9/7/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30245,1,3885,"0310","caca","Carpinus caroliniana",43.1,184.4,3.1,4.4,1.3,125.2,"M","A",2008-10-24,0.06,131.8,"M","A",2013-04-24,0.06,141,"M","A","9/7/2018",0.08,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30246,1,3886,"0310","caca","Carpinus caroliniana",43.2,184,3.2,4,1.3,127.1,"B;M;lost","G",2008-10-24,0.06,0,"DC","G",2013-04-24,0,NA,"DN","D","9/7/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30247,1,3887,"0310","caca","Carpinus caroliniana",48.3,180.7,8.3,0.7,1.3,69.5,"NULL","A",2008-10-24,0.01,85.4,"NULL","A",2013-04-24,0.02,107,"NULL","A","9/7/2018",0.04,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30248,1,3888,"0310","caca","Carpinus caroliniana",50.6,188.2,10.6,8.2,1.3,100.3,"NULL","A",2008-10-24,0.03,106.1,"NULL","A",2013-04-24,0.04,NA,"DC","D","9/7/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30249,1,3889,"0310","caca","Carpinus caroliniana",48.7,190.2,8.7,10.2,1.3,61.8,"NULL","A",2008-10-24,0.01,67.4,"NULL","A",2013-04-24,0.01,68,"NULL","A","9/7/2018",0.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30250,1,3890,"0310","havi","Hamamelis virginiana",41.9,193.1,1.9,13.1,1.3,55,"D;P","D",2008-10-24,0.01,0,"DN","D",2013-04-24,0,NA,"DN","D","9/7/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30251,1,3891,"0310","nysy","Nyssa sylvatica",41.1,196.4,1.1,16.4,1.3,108.8,"NULL","A",2008-10-24,0.04,112.6,"L","A",2013-04-24,0.04,110,"NULL","A","9/7/2018",0.04,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30252,1,3892,"0310","caca","Carpinus caroliniana",41.9,195.6,1.9,15.6,1.3,71.1,"NULL","A",2008-10-24,0.01,75.7,"NULL","A",2013-04-24,0.02,81,"NULL","A","9/7/2018",0.02,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30253,1,3893,"0310","fagr","Fagus grandifolia",56,200,16,20,1.3,60.4,"NULL","A",2008-10-24,0.01,60.4,"NULL","A",2013-04-24,0.01,60,"NULL","A","9/7/2018",0.01,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30254,1,3894,"0310","fagr","Fagus grandifolia",46.9,196.9,6.9,16.9,1.3,97.6,"NULL","A",2008-10-24,0.03,104.7,"NULL","A",2013-04-24,0.04,107,"NULL","A","9/7/2018",0.04,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30255,1,3895,"0310","fagr","Fagus grandifolia",48.6,198.4,8.6,18.4,1.3,50.1,"NULL","A",2008-10-24,0.01,52,"NULL","A",2013-04-24,0.01,50,"NULL","A","9/7/2018",0.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30256,1,3896,"0310","fagr","Fagus grandifolia",49.3,198.4,9.3,18.4,1.3,600.9,"NULL","A",2008-10-24,2.92,601.3,"NULL","A",2013-04-24,2.93,611,"NULL","A","9/7/2018",3.04,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30257,1,3897,"0310","fagr","Fagus grandifolia",51.2,200,11.2,20,1.3,158.9,"M","A",2008-10-24,0.11,165.4,"M","A",2013-04-24,0.13,168,"M","A","9/7/2018",0.13,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30258,1,3898,"0310","fagr","Fagus grandifolia",55,200,15,20,1.3,231.5,"NULL","A",2008-10-24,0.29,258.7,"NULL","A",2013-04-24,0.38,275,"NULL","A","9/7/2018",0.44,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30259,1,3899,"0310","unk","Unidentified unk",55.4,199.8,15.4,19.8,1.3,271.5,"B;I;Q;X","D",2008-10-24,0.4,0,"DC","D",2013-04-24,0,NA,"DC","D","9/7/2018",NA,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30260,1,3900,"0310","litu","Liriodendron tulipifera",50.5,195.2,10.5,15.2,1.3,480,"NULL","A",2008-10-24,1.47,496.5,"NULL","A",2013-04-24,1.6,535,"NULL","A","9/7/2018",1.9,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30261,1,3901,"0311","nysy","Nyssa sylvatica",45.2,206.9,5.2,6.9,1.3,440.9,"NULL","A",2008-10-24,1.22,446.8,"NULL","A",2013-05-08,1.26,464,"NULL","A","9/7/2018",1.38,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30262,1,3902,"0311","cagl","Carya glabra",41.7,212,1.7,12,1.3,327.4,"NULL","A",2008-10-24,0.73,334.4,"NULL","A",2013-05-08,0.77,343,"NULL","A","9/7/2018",0.81,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30263,1,3903,"0311","fagr","Fagus grandifolia",43.2,211.4,3.2,11.4,1.3,60.5,"NULL","A",2008-10-24,0.01,71.1,"NULL","A",2013-05-08,0.02,85,"NULL","A","9/7/2018",0.02,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30264,1,3904,"0311","nysy","Nyssa sylvatica",46.1,211.9,6.1,11.9,1.3,103.1,"D","D",2008-10-24,0.03,0,"DS","D",2013-05-08,0,NA,"DC","D","9/7/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
30265,1,3905,"0311","caca","Carpinus caroliniana",41.1,216.1,1.1,16.1,1.3,78,"M","A",2008-10-24,0.02,89,"M","A",2013-05-08,0.02,111,"M","A","9/7/2018",0.04,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-08,"Eng; Meakem"
