"survey_year","sp","p","nAU","nAorAU","lci","uci"
"2013","ulsp",NA,0,0,NA,NA
"2013","unk",0,0,1,0,0
"2013","vipr",0,0,64,0,0
"2014","acne",0,0,9,0,0
"2014","acpl",0,0,7,0,0
"2014","acru",0,0,240,0,0
"2014","aial",0,0,6,0,0
"2014","amar",0,0,73,0,0
"2014","astr",0,0,43,0,0
"2014","caca",0,0,889,0,0
"2014","caco",0,0,257,0,0
"2014","cade",0,0,2,0,0
"2014","cagl",0,0,1037,0,0
"2014","caovl",0,0,364,0,0
"2014","casp",NA,0,0,NA,NA
"2014","cato",0,0,872,0,0
"2014","ceca",0,0,221,0,0
"2014","ceoc",0,0,47,0,0
"2014","chvi",0,0,2,0,0
"2014","coal",0,0,1,0,0
"2014","cofl",0,0,117,0,0
"2014","crsp",NA,0,0,NA,NA
"2014","divi",0,0,2,0,0
"2014","fagr",0,0,437,0,0
"2014","fram",0,0,446,0,0
"2014","frni",0,0,44,0,0
"2014","frpe",0,0,20,0,0
"2014","frsp",NA,0,0,NA,NA
"2014","havi",0,0,172,0,0
"2014","ilve",NA,0,0,NA,NA
"2014","juci",0,0,2,0,0
"2014","juni",0,0,119,0,0
"2014","libe",0,0,13,0,0
"2014","litu",0,0,2279,0,0
"2014","nysy",0,0,717,0,0
"2014","pato",0,0,3,0,0
"2014","pipu",0,0,1,0,0
"2014","pist",0,0,85,0,0
"2014","pivi",0,0,3,0,0
"2014","ploc",0,0,28,0,0
"2014","prav",0,0,52,0,0
"2014","prse",0,0,16,0,0
"2014","qual",0,0,403,0,0
"2014","quco",0,0,1,0,0
"2014","qufa",0,0,1,0,0
"2014","qumi",0,0,4,0,0
"2014","qupr",0,0,238,0,0
"2014","quru",0,0,371,0,0
"2014","qusp",NA,0,0,NA,NA
"2014","quve",0,0,284,0,0
"2014","rops",0,0,5,0,0
"2014","saal",0,0,60,0,0
"2014","tiam",0,0,145,0,0
"2014","ulam",0,0,19,0,0
"2014","ulru",0,0,150,0,0
"2014","ulsp",0,0,1,0,0
"2014","unk",NA,0,0,NA,NA
"2014","vipr",0,0,61,0,0
"2015","acne",0,0,6,0,0
"2015","acpl",0,0,7,0,0
"2015","acru",0,0,184,0,0
"2015","aial",0,0,4,0,0
"2015","amar",0,0,18,0,0
"2015","astr",0,0,7,0,0
"2015","caca",0,0,249,0,0
"2015","caco",0,0,228,0,0
"2015","cade",0,0,1,0,0
"2015","cagl",0,0,757,0,0
"2015","caovl",0,0,303,0,0
"2015","casp",NA,0,0,NA,NA
"2015","cato",0,0,618,0,0
"2015","ceca",0,0,113,0,0
"2015","ceoc",0,0,33,0,0
"2015","coal",0,0,1,0,0
"2015","cofl",0,0,17,0,0
"2015","divi",0,0,1,0,0
"2015","fagr",0,0,307,0,0
"2015","fram",0,0,679,0,0
"2015","frni",0,0,52,0,0
"2015","frpe",0,0,46,0,0
"2015","frsp",NA,0,0,NA,NA
"2015","havi",0,0,7,0,0
"2015","juci",0,0,2,0,0
"2015","juni",0,0,118,0,0
"2015","libe",0,0,2,0,0
"2015","litu",0,0,2189,0,0
"2015","nysy",0,0,489,0,0
"2015","pato",0,0,2,0,0
"2015","pipu",0,0,1,0,0
"2015","pist",0,0,84,0,0
"2015","pivi",0,0,3,0,0
"2015","ploc",0,0,27,0,0
"2015","prav",0,0,44,0,0
"2015","prse",0,0,11,0,0
"2015","qual",0,0,389,0,0
"2015","quco",0,0,1,0,0
"2015","qufa",0,0,1,0,0
"2015","qumi",0,0,4,0,0
"2015","qupr",0,0,225,0,0
"2015","quru",0,0,357,0,0
"2015","qusp",NA,0,0,NA,NA
"2015","quve",0,0,277,0,0
"2015","rops",0,0,3,0,0
"2015","saal",0,0,50,0,0
"2015","tiam",0,0,129,0,0
"2015","ulam",0,0,10,0,0
"2015","ulru",0,0,107,0,0
"2015","ulsp",NA,0,0,NA,NA
"2015","unk",NA,0,0,NA,NA
"2015","vipr",0,0,12,0,0
"2016","acne",0,0,7,0,0
"2016","acpl",0,0,7,0,0
"2016","acru",0.05,9,183,0.02,0.08
"2016","aial",0,0,4,0,0
"2016","amar",0,0,18,0,0
"2016","astr",0,0,5,0,0
"2016","caca",0.04,9,242,0.01,0.06
"2016","caco",0.03,6,219,0.01,0.05
"2016","cade",0,0,1,0,0
"2016","cagl",0,2,749,0,0.01
"2016","caovl",0.01,3,303,0,0.02
"2016","casp",NA,0,0,NA,NA
"2016","cato",0.01,5,609,0,0.02
"2016","ceca",0.1,11,107,0.05,0.16
"2016","ceoc",0,0,33,0,0
"2016","coal",0,0,1,0,0
"2016","cofl",0,0,17,0,0
"2016","divi",0,0,1,0,0
"2016","fagr",0.01,4,307,0,0.03
"2016","fram",0.08,53,698,0.06,0.1
"2016","frni",0.16,8,50,0.06,0.26
"2016","frpe",0.06,3,50,-0.01,0.13
"2016","frsp",NA,0,0,NA,NA
"2016","havi",0.14,1,7,-0.12,0.4
"2016","juci",0,0,2,0,0
"2016","juni",0.03,4,118,0,0.07
"2016","libe",0,0,1,0,0
"2016","litu",0.01,12,2165,0,0.01
"2016","nysy",0,2,482,0,0.01
"2016","pato",0.5,1,2,-0.19,1.19
"2016","pipu",0,0,1,0,0
"2016","pist",0.26,22,84,0.17,0.36
"2016","pivi",0.33,1,3,-0.2,0.87
"2016","ploc",0.04,1,26,-0.04,0.11
"2016","prav",0,0,41,0,0
"2016","prse",0,0,11,0,0
"2016","qual",0.01,2,384,0,0.01
"2016","quco",0,0,1,0,0
"2016","qufa",0,0,1,0,0
"2016","qumi",0,0,3,0,0
"2016","qupr",0.02,4,218,0,0.04
"2016","quru",0.01,2,351,0,0.01
"2016","qusp",NA,0,0,NA,NA
"2016","quve",0.01,4,269,0,0.03
"2016","rops",0.33,1,3,-0.2,0.87
"2016","saal",0.11,5,47,0.02,0.19
"2016","tiam",0.02,2,128,-0.01,0.04
"2016","ulam",0,0,9,0,0
"2016","ulru",0.08,8,96,0.03,0.14
"2016","ulsp",NA,0,0,NA,NA
"2016","unk",NA,0,0,NA,NA
"2016","vipr",0,0,12,0,0
"2017","acne",0,0,7,0,0
"2017","acpl",0,0,7,0,0
"2017","acru",0.07,13,182,0.03,0.11
"2017","aial",0,0,4,0,0
"2017","amar",0,0,17,0,0
"2017","astr",0,0,4,0,0
"2017","caca",0.06,13,231,0.03,0.09
"2017","caco",0.02,4,206,0,0.04
"2017","cade",0,0,1,0,0
"2017","cagl",0.01,6,736,0,0.01
"2017","caovl",0.01,4,300,0,0.03
"2017","casp",NA,0,0,NA,NA
"2017","cato",0.01,5,597,0,0.02
"2017","ceca",0.28,28,100,0.19,0.37
"2017","ceoc",0.15,5,33,0.03,0.27
"2017","coal",1,1,1,1,1
"2017","cofl",0.06,1,16,-0.06,0.18
"2017","divi",0,0,1,0,0
"2017","fagr",0.01,4,307,0,0.03
"2017","fram",0.15,95,637,0.12,0.18
"2017","frni",0.44,14,32,0.27,0.61
"2017","frpe",0.09,4,47,0.01,0.16
"2017","frsp",NA,0,0,NA,NA
"2017","havi",0.25,2,8,-0.05,0.55
"2017","juci",0.5,1,2,-0.19,1.19
"2017","juni",0.07,8,117,0.02,0.11
"2017","libe",NA,0,0,NA,NA
"2017","litu",0.01,27,2147,0.01,0.02
"2017","nysy",0.01,7,478,0,0.03
"2017","pato",0.5,1,2,-0.19,1.19
"2017","pipu",0,0,1,0,0
"2017","pist",0.42,35,83,0.32,0.53
"2017","pivi",0,0,3,0,0
"2017","ploc",0.27,7,26,0.1,0.44
"2017","prav",0.1,4,40,0.01,0.19
"2017","prse",0,0,11,0,0
"2017","qual",0.1,39,380,0.07,0.13
"2017","quco",0,0,1,0,0
"2017","qufa",0,0,1,0,0
"2017","qumi",0.33,1,3,-0.2,0.87
"2017","qupr",0.03,7,209,0.01,0.06
"2017","quru",0.04,14,343,0.02,0.06
"2017","qusp",NA,0,0,NA,NA
"2017","quve",0.08,20,260,0.04,0.11
"2017","rops",0.67,2,3,0.13,1.2
"2017","saal",0.15,7,47,0.05,0.25
"2017","tiam",0.02,3,128,0,0.05
"2017","ulam",0.22,2,9,-0.05,0.49
"2017","ulru",0.29,25,86,0.19,0.39
"2017","ulsp",NA,0,0,NA,NA
"2017","unk",NA,0,0,NA,NA
"2017","vipr",0.17,2,12,-0.04,0.38
"2018","acne",0,0,6,0,0
"2018","acpl",0,0,7,0,0
"2018","acru",0.07,13,178,0.03,0.11
"2018","aial",0.25,1,4,-0.17,0.67
"2018","amar",0,0,17,0,0
"2018","astr",0,0,4,0,0
"2018","caca",0.04,9,224,0.01,0.07
"2018","caco",0.04,8,205,0.01,0.07
"2018","cade",0,0,1,0,0
"2018","cagl",0.01,4,728,0,0.01
"2018","caovl",0.02,6,297,0,0.04
"2018","casp",NA,0,0,NA,NA
"2018","cato",0,2,593,0,0.01
"2018","ceca",0.22,21,96,0.14,0.3
"2018","ceoc",0.24,8,33,0.1,0.39
"2018","chvi",0,0,8,0,0
"2018","coal",1,1,1,1,1
"2018","cofl",0.06,1,16,-0.06,0.18
"2018","divi",0,0,1,0,0
"2018","fagr",0,1,306,0,0.01
"2018","fram",0.23,132,576,0.19,0.26
"2018","frni",0.32,6,19,0.11,0.52
"2018","frpe",0.19,8,43,0.07,0.3
"2018","frsp",NA,0,0,NA,NA
"2018","havi",0.14,1,7,-0.12,0.4
"2018","juci",0.5,1,2,-0.19,1.19
"2018","juni",0.05,6,115,0.01,0.09
"2018","libe",NA,0,0,NA,NA
"2018","litu",0.01,21,2130,0.01,0.01
"2018","nysy",0.01,5,473,0,0.02
"2018","pato",0.5,1,2,-0.19,1.19
"2018","pipu",1,1,1,1,1
"2018","pist",0.2,17,83,0.12,0.29
"2018","pivi",0.67,2,3,0.13,1.2
"2018","ploc",0.04,1,26,-0.04,0.11
"2018","prav",0.05,2,38,-0.02,0.12
"2018","prse",0,0,11,0,0
"2018","qual",0.03,12,370,0.01,0.05
"2018","quco",0,0,1,0,0
"2018","qufa",0,0,1,0,0
"2018","qumi",0,0,2,0,0
"2018","qupr",0.02,5,203,0,0.05
"2018","quru",0.03,9,339,0.01,0.04
"2018","qusp",NA,0,0,NA,NA
"2018","quve",0.06,14,252,0.03,0.08
"2018","rops",0.67,2,3,0.13,1.2
"2018","saal",0.17,8,47,0.06,0.28
"2018","tiam",0.03,4,127,0,0.06
"2018","ulam",0.14,1,7,-0.12,0.4
"2018","ulru",0.17,14,80,0.09,0.26
"2018","ulsp",NA,0,0,NA,NA
"2018","unk",NA,0,0,NA,NA
"2018","vipr",0.25,3,12,0.01,0.5
"2019","acne",0,0,11,0,0
"2019","acpl",0,0,7,0,0
"2019","acru",0.05,10,183,0.02,0.09
"2019","aial",0.25,1,4,-0.17,0.67
"2019","amar",0.09,2,22,-0.03,0.21
"2019","astr",0,0,11,0,0
"2019","caca",0.03,10,288,0.01,0.06
"2019","caco",0.04,9,220,0.01,0.07
"2019","cade",0,0,1,0,0
"2019","cagl",0.03,20,746,0.02,0.04
"2019","caovl",0.04,11,303,0.02,0.06
"2019","casp",NA,0,0,NA,NA
"2019","cato",0.02,14,618,0.01,0.03
"2019","ceca",0.13,15,118,0.07,0.19
"2019","ceoc",0.2,8,40,0.08,0.32
"2019","coal",0,0,1,0,0
"2019","cofl",0,0,20,0,0
"2019","divi",0,0,1,0,0
"2019","fagr",0.01,2,345,0,0.01
"2019","fram",0.2,111,552,0.17,0.23
"2019","frni",0.24,4,17,0.03,0.44
"2019","frpe",0.12,5,43,0.02,0.21
"2019","frsp",NA,0,0,NA,NA
"2019","havi",0,0,12,0,0
"2019","juci",0,0,2,0,0
"2019","juni",0.04,5,115,0.01,0.08
"2019","libe",NA,0,0,NA,NA
"2019","litu",0.02,41,2144,0.01,0.02
"2019","nysy",0.02,11,500,0.01,0.03
"2019","pato",0,0,2,0,0
"2019","pipu",0,0,1,0,0
"2019","pist",0.2,16,80,0.11,0.29
"2019","pivi",0,0,3,0,0
"2019","ploc",0.04,1,27,-0.03,0.11
"2019","prav",0.1,4,40,0.01,0.19
"2019","prse",0.08,1,12,-0.07,0.24
"2019","qual",0.06,21,365,0.03,0.08
"2019","quco",0,0,1,0,0
"2019","qufa",0,0,1,0,0
"2019","qumi",0,0,2,0,0
"2019","qupr",0.03,6,200,0.01,0.05
"2019","quru",0.03,10,340,0.01,0.05
"2019","qusp",NA,0,0,NA,NA
"2019","quve",0.08,20,250,0.05,0.11
"2019","rops",0.67,2,3,0.13,1.2
"2019","saal",0.12,6,48,0.03,0.22
"2019","tiam",0.02,3,127,0,0.05
"2019","ulam",0,0,8,0,0
"2019","ulru",0.09,8,90,0.03,0.15
"2019","ulsp",NA,0,0,NA,NA
"2019","unk",NA,0,0,NA,NA
"2019","vipr",0.19,3,16,0,0.38
"2020","acne",0.09,1,11,-0.08,0.26
"2020","acpl",0,0,7,0,0
"2020","acru",0.12,22,179,0.07,0.17
"2020","aial",0.25,1,4,-0.17,0.67
"2020","amar",0.14,3,22,-0.01,0.28
"2020","astr",0.09,1,11,-0.08,0.26
"2020","caca",0.11,30,285,0.07,0.14
"2020","caco",0.05,11,219,0.02,0.08
"2020","cade",1,1,1,1,1
"2020","cagl",0.05,37,736,0.03,0.07
"2020","caovl",0.03,8,299,0.01,0.05
"2020","casp",NA,0,0,NA,NA
"2020","cato",0.03,21,612,0.02,0.05
"2020","ceca",0.25,26,104,0.17,0.33
"2020","ceoc",0.24,9,38,0.1,0.37
"2020","chvi",0.07,1,15,-0.06,0.19
"2020","coal",1,1,1,1,1
"2020","cofl",0.1,2,20,-0.03,0.23
"2020","divi",0,0,1,0,0
"2020","fagr",0.05,17,344,0.03,0.07
"2020","fram",0.28,121,440,0.23,0.32
"2020","frni",0.23,3,13,0,0.46
"2020","frpe",0.22,9,41,0.09,0.35
"2020","frsp",NA,0,0,NA,NA
"2020","havi",0.15,2,13,-0.04,0.35
"2020","juci",1,2,2,1,1
"2020","juni",0.14,15,111,0.07,0.2
"2020","libe",NA,0,0,NA,NA
"2020","litu",0.04,87,2118,0.03,0.05
"2020","nysy",0.03,16,492,0.02,0.05
"2020","pato",0,0,2,0,0
"2020","pipu",0,0,1,0,0
"2020","pist",0.07,6,80,0.02,0.13
"2020","pivi",0,0,2,0,0
"2020","ploc",0.19,5,27,0.04,0.33
"2020","prav",0.03,1,40,-0.02,0.07
"2020","prse",0.08,1,12,-0.07,0.24
"2020","qual",0.08,30,359,0.05,0.11
"2020","quco",0,0,1,0,0
"2020","qufa",0,0,1,0,0
"2020","qumi",0,0,2,0,0
"2020","qupr",0.2,38,190,0.14,0.26
"2020","quru",0.11,35,325,0.07,0.14
"2020","qusp",NA,0,0,NA,NA
"2020","quve",0.14,33,240,0.09,0.18
"2020","rops",1,3,3,1,1
"2020","saal",0.22,10,45,0.1,0.34
"2020","tiam",0.08,10,127,0.03,0.13
"2020","ulam",0,0,7,0,0
"2020","ulru",0.15,13,86,0.08,0.23
"2020","ulsp",NA,0,0,NA,NA
"2020","vipr",0.25,4,16,0.04,0.46
"2021","acne",0.18,2,11,-0.05,0.41
"2021","acpl",0,0,7,0,0
"2021","acru",0.17,30,172,0.12,0.23
"2021","aial",0.33,1,3,-0.2,0.87
"2021","amar",0.09,2,22,-0.03,0.21
"2021","astr",0.09,1,11,-0.08,0.26
"2021","caca",0.26,73,284,0.21,0.31
"2021","caco",0.05,11,213,0.02,0.08
"2021","cade",0,0,1,0,0
"2021","cagl",0.05,35,722,0.03,0.06
"2021","caovl",0.06,19,297,0.04,0.09
"2021","cato",0.06,37,611,0.04,0.08
"2021","ceca",0.41,39,96,0.31,0.5
"2021","ceoc",0.17,6,35,0.05,0.3
"2021","chvi",0.62,5,8,0.29,0.96
"2021","coal",NA,0,0,NA,NA
"2021","cofl",0.26,5,19,0.07,0.46
"2021","divi",0,0,1,0,0
"2021","fagr",0.06,19,343,0.03,0.08
"2021","fram",0.71,229,322,0.66,0.76
"2021","frni",0.8,8,10,0.55,1.05
"2021","frpe",0.77,24,31,0.63,0.92
"2021","frsp",0,0,1,0,0
"2021","havi",0.18,2,11,-0.05,0.41
"2021","juci",1,1,1,1,1
"2021","juni",0.17,18,107,0.1,0.24
"2021","litu",0.04,83,2104,0.03,0.05
"2021","nysy",0.06,28,490,0.04,0.08
"2021","pato",0,0,2,0,0
"2021","pipu",0,0,1,0,0
"2021","pist",0.16,12,76,0.08,0.24
"2021","pivi",0,0,3,0,0
"2021","ploc",0.15,4,27,0.01,0.28
"2021","prav",0.1,4,39,0.01,0.2
"2021","prse",0.17,2,12,-0.04,0.38
"2021","qual",0.2,70,354,0.16,0.24
"2021","quco",1,1,1,1,1
"2021","qufa",1,1,1,1,1
"2021","qumi",0.5,1,2,-0.19,1.19
"2021","qupr",0.18,32,180,0.12,0.23
"2021","quru",0.12,37,313,0.08,0.15
"2021","quve",0.2,44,222,0.15,0.25
"2021","rops",0.4,2,5,-0.03,0.83
"2021","saal",0.32,14,44,0.18,0.46
"2021","tiam",0.06,7,120,0.02,0.1
"2021","ulam",0,0,7,0,0
"2021","ulru",0.27,21,79,0.17,0.36
"2021","unk",0,0,2,0,0
"2021","vipr",0.23,3,13,0,0.46
"2022","acne",0.5,5,10,0.19,0.81
"2022","acpl",0,0,7,0,0
"2022","acru",0.26,43,163,0.2,0.33
"2022","aial",0,0,3,0,0
"2022","amar",0.22,4,18,0.03,0.41
"2022","astr",0.18,2,11,-0.05,0.41
"2022","caca",0.46,124,272,0.4,0.52
"2022","caco",0.12,25,210,0.08,0.16
"2022","cade",NA,0,0,NA,NA
"2022","cagl",0.07,51,708,0.05,0.09
"2022","caovl",0.09,26,290,0.06,0.12
"2022","cato",0.08,46,597,0.06,0.1
"2022","ceca",0.63,50,79,0.53,0.74
"2022","ceoc",0.41,14,34,0.25,0.58
"2022","chvi",1,2,2,1,1
"2022","cofl",0.47,7,15,0.21,0.72
"2022","divi",0,0,1,0,0
"2022","fagr",0.15,50,341,0.11,0.18
"2022","fram",0.84,95,113,0.77,0.91
"2022","frni",1,2,2,1,1
"2022","frpe",0.77,10,13,0.54,1
"2022","havi",0.45,5,11,0.16,0.75
"2022","juci",1,1,1,1,1
"2022","juni",0.2,21,103,0.13,0.28
"2022","litu",0.06,134,2083,0.05,0.07
"2022","nysy",0.09,44,486,0.07,0.12
"2022","pato",0.5,1,2,-0.19,1.19
"2022","pipu",1,1,1,1,1
"2022","pist",0.94,72,77,0.88,0.99
"2022","pivi",1,2,2,1,1
"2022","ploc",0.04,1,27,-0.03,0.11
"2022","prav",0.22,8,37,0.08,0.35
"2022","prse",0.18,2,11,-0.05,0.41
"2022","qual",0.21,74,346,0.17,0.26
"2022","quco",0,0,1,0,0
"2022","qufa",1,1,1,1,1
"2022","qumi",0,0,2,0,0
"2022","qupr",0.19,32,166,0.13,0.25
"2022","quru",0.15,44,303,0.11,0.18
"2022","quve",0.22,47,209,0.17,0.28
"2022","rops",1,4,4,1,1
"2022","saal",0.41,16,39,0.26,0.56
"2022","tiam",0.13,16,119,0.07,0.2
"2022","ulam",0.29,2,7,-0.05,0.62
"2022","ulru",0.41,29,71,0.29,0.52
"2022","vipr",0.46,6,13,0.19,0.73
